
page=0

w:abandon, q:69
w:come down in buckets, q:44
w:drop the curtain, q:11
w:sick in the head, q:3
w:not the main, q:589
w:sense of sight, q:436
w:iron curtain, q:2
w:boil down, q:6
w:break it down, q:2
w:clean it up, q:2
w:cut the frills, q:12
w:burst into song, q:15
w:lift up a voice, q:13
w:not general, q:1
w:cave in, q:4
w:be seated, q:1
w:sit down, q:33
w:sit up, q:9
w:take a seat, q:169
w:bear on, q:6
w:grab a chair, q:1
w:have a place, q:639
w:have a seat, q:639
w:get the cream, q:104
w:the blue, q:34
w:vault of heaven, q:4
w:out of it, q:1000
w:piece of pie, q:138
w:move over, q:2
w:sense of smell, q:436
w:be gracious, q:2
w:snake in, q:1
w:bite to eat, q:1
w:saw wood, q:1
w:so that, q:324
w:like this, q:59
w:one of the family, q:795
w:one of them, q:795
w:that way inclined, q:56
w:thus far, q:8
w:social order, q:18
w:dry land, q:5
w:matter of life and death, q:154
w:person of note, q:42
w:public figure, q:2
w:some person, q:1
w:at one time or another, q:78
w:at times, q:29
w:every so often, q:3
w:ever and again, q:12
w:here and there, q:92
w:now and again, q:71
w:now and then, q:71
w:off and on, q:21
w:on occasion, q:6
w:any old place, q:4
w:around somewhere, q:2
w:in one place or another, q:199
w:parts unknown, q:1
w:coming down the pike, q:7
w:ere long, q:9
w:in a second, q:1000
w:in a short time, q:1000
w:in due time, q:11
w:in the know, q:1000
w:be joyful, q:2
w:breath of life, q:39
w:alive and kicking, q:21
w:in the pink, q:1000
w:right as rain, q:7
w:outer space, q:5
w:more than enough, q:701
w:cast away, q:4
w:run over, q:10
w:spill over, q:3
w:harsh feeling, q:1
w:pull together, q:1
w:be indifferent, q:4
w:little bit, q:19
w:on the level, q:1000
w:on the square, q:1000
w:on the up and up, q:1000
w:avoid the issue, q:35
w:not move, q:6
w:play for time, q:6
w:day one, q:2
w:first step, q:12
w:flying start, q:1
w:base of operations, q:13
w:pen and paper, q:7
w:set in stone, q:29
w:make up one’s mind, q:62
w:head for, q:3
w:run things, q:1
w:two by four, q:2
w:licorice stick, q:1
w:below the belt, q:24
w:soap opera, q:2
w:in a line, q:1000
w:in a row, q:1000
w:like an arrow, q:158
w:flow into, q:6
w:back alley, q:1
w:brute force, q:5
w:not touch, q:8
w:stroke of the pen, q:25
w:long haul, q:1
w:giving in, q:8
w:bound by, q:16
w:be submissive, q:1
w:eat crow, q:1
w:make a deal, q:404
w:pitch in, q:1
w:pick up the check, q:29
w:prime the pump, q:1
w:put up the money for, q:30
w:take from, q:20
w:be successful, q:7
w:do all right, q:43
w:get to the top, q:83
w:such a one, q:451
w:such a person, q:451
w:such a thing, q:451
w:the like, q:29
w:out of the blue, q:1000
w:be affected, q:4
w:be handicapped, q:2
w:be impaired, q:1
w:be wounded, q:1
w:complain of, q:21
w:commit suicide, q:8
w:sum total, q:3
w:sum of money, q:45
w:heart and soul, q:59
w:in a nutshell, q:1000
w:close of day, q:15
w:a cut above, q:1
w:false belief, q:1
w:be in charge, q:11
w:be in the saddle, q:4
w:call the play, q:73
w:crack the whip, q:4
w:keep an eye on, q:9
w:raw materials, q:5
w:cater to, q:2
w:let down, q:10
w:go out on a limb, q:84
w:last name, q:1
w:giving way, q:3
w:white flag, q:1
w:close around, q:1
w:close in on, q:6
w:point the finger at, q:12
w:hang down, q:1
w:lack of confidence, q:139
w:spit out, q:3
w:depend on, q:109
w:have confidence in, q:1
w:make an affidavit, q:57
w:rely on, q:26
w:say so, q:11
w:go for a swim, q:13
w:change of direction, q:39
w:change course, q:1
w:fixed order, q:1
w:frame of reference, q:19
w:dinner table, q:3
w:beyond the pale, q:130
w:cut to fit, q:6
w:a way with, q:141
w:full of hot air, q:314
w:gentle as a lamb, q:1
w:tap out, q:1
w:hold together, q:4
w:tie up, q:5
w:give a hard time, q:96
w:drop a line, q:1
w:get on the horn, q:26
w:get on the line, q:26
w:give a call, q:96
w:give a jingle, q:96
w:give a ring, q:96
w:make a call, q:404
w:television set, q:1
w:break the news, q:40
w:draw out, q:6
w:be conducive, q:1
w:be in the habit of, q:10
w:be liable, q:1
w:be prejudiced, q:1
w:have an inclination, q:86
w:scare the pants off of, q:1
w:be grateful, q:12
w:bow down, q:10
w:say thank you, q:1
w:smile on, q:10
w:matter in hand, q:10
w:and then, q:379
w:and so, q:384
w:all at once, q:22
w:at that instant, q:66
w:at that moment, q:66
w:at that point, q:66
w:at that time, q:66
w:on that occasion, q:67
w:soon after, q:14
w:to that end, q:156
w:to this end, q:174
w:forasmuch as, q:1
w:for this reason, q:154
w:in consequence, q:8
w:in that event, q:293
w:on account of, q:43
w:thick as pigshit, q:5
w:thick as two short planks, q:5
w:crazy for, q:1
w:dry as dust, q:5
w:dying for, q:8
w:from a to z, q:341
w:from top to bottom, q:3
w:in and out, q:63
w:writing on the wall, q:3
w:wound up, q:2
w:wrapped up, q:6
w:along these lines, q:1
w:as follows, q:2
w:in kind, q:4
w:in such a way, q:129
w:in this fashion, q:696
w:in this way, q:696
w:just like that, q:47
w:like so, q:12
w:thus and so, q:2
w:thus and thus, q:2
w:to such a degree, q:49
w:on that account, q:67
w:in good shape, q:54
w:cash register, q:3
w:order of business, q:65
w:tin can, q:1
w:burned out, q:1
w:dead on one’s feet, q:2
w:done in, q:37
w:fired up, q:1
w:this day, q:33
w:all together, q:5
w:as one, q:104
w:at one fell swoop, q:78
w:into the bargain, q:811
w:point in question, q:36
w:full blast, q:1
w:top to bottom, q:4
w:shy away, q:2
w:hard as nails, q:14

page=0

w:rush hour, q:1
w:make clear, q:2
w:spell out, q:4
w:pull the wool over the eyes, q:14
w:set in motion, q:29
w:be sad, q:5
w:fighting men, q:2
w:tree trunk, q:1
w:honest truth, q:1
w:hole in the wall, q:20
w:go bad, q:3
w:in character, q:7

page=1

w:no good, q:44
w:in the zone, q:1000
w:on a roll, q:589
w:dead to the world, q:11
w:in a trance, q:1000
w:concealed by, q:4
w:on the bottom, q:1000
w:on the nether side, q:1000
w:on the underside, q:1000
w:to the bottom, q:1000
w:submit to, q:39
w:draw attention to, q:1
w:point up, q:1
w:be aware, q:14
w:be conscious of, q:60
w:be with it, q:132
w:bummed out, q:1
w:down and out, q:64
w:in a decline, q:1000
w:in ill health, q:3
w:in poor health, q:1
w:out of action, q:1000
w:out of shape, q:1000
w:coming together, q:4
w:band together, q:1
w:clear out, q:2
w:take a load off, q:169
w:open the door, q:29
w:as far as, q:76
w:before the coming, q:197
w:down to, q:172
w:in advance of, q:27
w:in expectation, q:1
w:up till, q:3
w:all the rage, q:1000
w:more elevated, q:1
w:more important, q:52
w:in chaos, q:1
w:take advantage of, q:8
w:not in use, q:245
w:to let, q:92
w:go on holiday, q:114
w:go on vacation, q:114
w:leave of absence, q:21
w:pleased with oneself, q:12
w:held dear, q:1
w:market price, q:1
w:all manner of, q:14
w:on end, q:3
w:ever so, q:20
w:put in the hands of, q:42
w:as a means, q:1000
w:by dint of, q:3
w:by this route, q:63
w:on the way, q:1000
w:through the medium of, q:496
w:through this medium, q:17
w:begging the question, q:2
w:chain of circumstances, q:23
w:concatenation of events, q:1
w:babe in woods, q:5
w:injured party, q:2
w:discriminate against, q:2
w:have it in for, q:78
w:conquering hero, q:1
w:top dog, q:1
w:hole in one, q:20
w:range of vision, q:48
w:country house, q:1
w:large house, q:1
w:in sight, q:7
w:in view, q:20
w:range of view, q:48
w:be sick, q:4
w:throw up, q:7
w:show of hands, q:15
w:yes or no, q:1
w:on the line, q:1000
w:proceed with, q:3
w:on hold, q:1
w:go free, q:1
w:would like, q:61
w:be without, q:18
w:in need of, q:15
w:cold war, q:4
w:ebb and flow, q:7
w:bear the brunt of, q:60
w:bear up against, q:5
w:grow strong, q:1
w:pull through, q:1
w:have a weight of, q:639
w:put in the balance, q:42
w:put on the scale, q:57
w:tip the scales at, q:1
w:in good health, q:54
w:big name, q:1
w:in the limelight, q:1000
w:in the public eye, q:1000
w:how about, q:1
w:so what, q:8
w:just after, q:4
w:in the time, q:1000
w:throughout the time, q:36
w:on a lark, q:589
w:royal navy, q:1
w:low voice, q:1
w:in one piece, q:199
w:how come, q:1
w:wing in ground-effect, q:3
w:wing in surface effect, q:3
w:wing in surface-effect, q:3
w:be first, q:10
w:carry the day, q:20
w:clean off, q:1
w:clear thinking, q:2
w:good judgment, q:2
w:draw away, q:2
w:in a period, q:1000
w:not outside, q:2
w:not over, q:5
w:with no, q:93
w:left out, q:12
w:on the outside, q:1000
w:gulp down, q:1
w:word of god, q:106
w:put into words, q:36
w:work force, q:1
w:ultraviolet rays, q:1
w:beyond a doubt, q:7
w:the last day, q:349
w:lang syne, q:2
w:last day, q:8
w:not long ago, q:16
w:the other day, q:664
w:as yet, q:31
w:until now, q:5
w:up to now, q:245
w:young man, q:45
w:doze off, q:2
w:cutting the mustard, q:1
w:making the grade, q:42
w:lack of education, q:139
w:chink in armor, q:2
w:fast on the draw, q:2
w:heads up, q:1
w:on the ball, q:1000
w:on the job, q:1000
w:being a pistol, q:171
w:having the know-how, q:24
w:no problem, q:2
w:cut out for, q:14
w:rigged out, q:1
w:along the way, q:114
w:on the road, q:1000
w:bound for, q:4
w:headed for, q:3
w:off the path, q:129
w:call all bets off, q:1
w:back out of, q:3
w:fade out, q:4
w:waste away, q:1
w:break into pieces, q:8
w:get on with it, q:26
w:hang in, q:16
w:keep at, q:3
w:keep on truckin’, q:41
w:keep the ball rolling, q:83
w:video game, q:1
w:play the part of, q:43
w:buoy up, q:1
w:taking away, q:2
w:weeding out, q:1
w:coup de grace, q:1
w:bring to ruin, q:27
w:in the sky, q:1000
w:found wanting, q:3
w:not cut out for, q:4
w:inability to hack it, q:20
w:hand one is dealt, q:2
w:off course, q:1
w:off the mark, q:129
w:down the drain, q:178
w:dried up, q:4
w:left behind, q:15
w:nowhere to be found, q:10
w:coming up short, q:10
w:deprived of, q:31
w:not making it, q:7
w:all out, q:3
w:at liberty, q:12
w:not equal to, q:11
w:not up to, q:10
w:final curtain, q:1
w:at full speed, q:2
w:at full throttle, q:2
w:wide open, q:2
w:on the hook, q:1000
w:going along with, q:3
w:hanging loose, q:2
w:depending on, q:10
w:not absolute, q:2
w:half done, q:1
w:favorably inclined, q:1
